"ANIO","MES","CONGLOMERADO","MUESTRA","SELVIV","HOGAR","REGION","LLAVE_PANEL","ESTRATO","C201","C203","C204","C205","C206","C207","C208","C300n","NROINF","C301_DIA","C301_MES","C301_ANIO","C303","C304","C305","C306_1","C306_2","C306_3","C306_4","C306_5","C306_6","C306_7","C306_8","C306_9","C306_10","C306_10A","C306_11","C306A","C308_COD","C309_COD","C310","C311","C312","C313","C317","C317A","C318_1","C318_2","C318_3","C318_4","C318_5","C318_6","C318_7","C318_T","C328_T","whoraT","C330","C331","C333","C334","P209H","C335","C338","C339_1","C341_T","C342","C344","C345_1","C347_T","C348","C350","C352","C353","C354","C355","C356","C357_I","C358","C359","SEGURO1","C361_1","C362_1","C361_2","C362_2","C361_3","C362_3","C361_4","C362_4","C361_5","C362_5","C361_6","C362_6","C361_7","C362_7","C361_8","C362_8","C364_1","C365_1","C364_2","C365_2","C364_3","C365_3","C364_4","C365_4","C366","C366_1","C366_2","C375_1","C375_2","C375_3","C375_4","C375_5","C375_6","C376","C377","OCUP300","I339_1","D341_T","I342","D344","I345_1","I348","D347_T","D350","D351_T","INGTOT","INGTOTP","ingtrabw","RESIDENT","fa_def25"
2024,"12","1855601",1,"0016",1,1,"20241218556011001611",,1,1,1,2,,1,75,1,1,11,1,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,6,,,1,4,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,5,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,612.5294094191986
2024,"12","1855601",1,"0016",1,1,"20241218556011001612",,2,2,1,2,,2,73,2,2,15,6,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,4,2,,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,565.4830392168582
2024,"12","1855601",1,"0016",1,1,"20241218556011001613",,3,3,1,2,,1,48,3,3,7,10,1976,1,,,,,,,,,,,,,,,,7421,9511,2,,3,2,1,1,8,8,8,8,8,8,8,56,,56,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,1,,,2478,,,,,,,2478,2478,2478,1,612.5294094191986
2024,"12","17721",1,"0058",1,1,"202412177211005811",,1,1,1,2,,1,46,1,1,20,9,1978,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,1,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,631.7133859290126
2024,"12","17721",1,"0058",1,1,"202412177211005812",,2,2,1,2,,2,40,2,2,2,3,1984,1,,,,,,,,,,,,,,,,9412,5610,3,5,3,2,1,3,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,200,38,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,200,1140,,,,,,,,1340,1340,1340,1,713.3009474413939
2024,"12","17721",1,"0058",1,1,"202412177211005813",,3,3,1,2,,1,23,3,3,13,8,2001,1,,,,,,,,,,,,,,,,7212,2824,3,5,1,,1,20,0,9,9,9,9,9,4,49,,49,1,,2,,2,2,4,2400,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,8,1,,2,2,2,2,2,2,10,5,1,2400,,,,,,,,,2400,2400,2400,1,628.5702435957219
2024,"12","17721",1,"0058",1,1,"202412177211005814",,4,3,1,2,,1,16,4,4,28,1,2008,1,,,,,,,,,,,,,,,,7513,1071,3,5,1,,2,30,3,0,0,0,0,6,6,15,,15,1,,2,,2,2,2,220,15,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,5,1,953,65,,,,,,,,1018,1018,1018,1,628.5702435957219
2024,"12","17721",1,"0058",1,1,"202412177211005815",,5,3,1,2,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","17721",1,"0058",1,1,"202412177211005816",,6,3,1,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","2407201",1,"0043",1,1,"20241224072011004311",,1,1,1,2,,2,41,1,1,24,8,1983,1,,,,,,,,,,,,,,,,5212,4711,2,,2,2,1,1,10,13,13,13,13,13,13,88,,88,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,141,600,,,,,,741,741,741,1,1727.5327644294464
2024,"12","2407201",1,"0043",1,1,"20241224072011004312",,2,3,1,2,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","21027",1,"0044",1,1,"202412210271004411",,1,1,1,2,,1,60,1,1,31,12,1963,1,,,,,,,,,,,,,,,,2651,9000,2,,2,2,1,1,4,8,8,8,8,8,8,52,,52,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,1300,,,,,,,1300,1300,1300,1,2548.6907277551995
2024,"12","20590",1,"0085",1,1,"202412205901008511",,1,1,1,2,,2,79,1,1,17,5,1945,1,,,,,,,,,,,,,,,,9612,3811,2,,3,2,1,1,0,0,4,4,4,4,4,20,,20,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,2,2,2,2,2,2,2,2,1,,,433,,,,,,,433,433,433,1,1549.3105316040055
2024,"12","20590",1,"0085",1,1,"202412205901008512",,2,3,1,2,,2,41,2,2,24,12,1982,1,,,,,,,,,,,,,,,,9412,5610,3,5,3,2,1,4,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,2,300,50,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,1299,1500,,,,,,,,2799,2799,2799,1,1894.9534948540354
2024,"12","29774",1,"0072",1,1,"202412297741007211",,1,1,1,2,,1,57,1,1,22,9,1967,1,,,,,,,,,,,,,,,,9549,4789,2,,3,2,1,1,0,5,5,5,5,5,5,30,,30,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,,,3400,,,,,,,3400,3400,3400,1,1756.1215828241686
2024,"12","2250702",1,"0039",1,1,"20241222507021003911",,1,1,1,2,,2,42,1,1,14,9,1982,1,,,,,,,,,,,,,,,,4417,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,4000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,4000,,,,,,,,50,4000,4000,4050,1,1748.8848465599967
2024,"12","2250702",1,"0039",1,1,"20241222507021003912",,2,7,1,2,,2,38,2,1,27,3,1986,1,,,,,,,,,,,,,,,,4417,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,4000,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,4000,,,,,,,,50,4000,4000,4050,1,1748.8848465599967
2024,"12","2250702",1,"0039",1,1,"20241222507021003913",,3,11,1,2,,1,34,3,1,30,8,1990,1,,,,,,,,,,,,,,,,3321,6512,3,5,1,,4,250,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,6,1,2000,,,,,,,,501,2000,2000,2501,1,1865.7939780079844
2024,"12","2250702",1,"0039",1,1,"20241222507021003914",,4,8,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","2819701",1,"0120",1,1,"20241228197011012011",,1,1,1,2,,1,71,1,1,22,1,1953,1,,,,,,,,,,,,,,,,8331,4922,3,5,1,,3,100,0,8,8,8,8,8,0,40,8,48,1,,2,,2,2,2,700,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,9,3,,2,2,2,2,2,2,1,7,1,3031,,,,,,,,,3031,3031,3031,1,1763.015937792261
2024,"12","2819701",1,"0120",1,1,"20241228197011012012",,2,2,1,2,,2,65,2,1,30,11,1959,1,,,,,,,,,,,,,,,,9531,4799,2,,3,2,1,2,0,4,4,4,4,4,0,20,,20,1,,2,,2,2,,,,,,,,,,,,,,,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,2000,,,,,,,2000,2000,2000,1,1627.604479654033
2024,"12","26830",1,"0050",1,1,"202412268301005011",,1,1,1,2,,1,20,1,1,5,4,2004,1,,,,,,,,,,,,,,,,5131,5610,3,5,1,,1,4,7,7,7,7,7,7,7,49,,49,1,,2,,2,2,4,1400,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,1,1400,,,,,,,,,1400,1400,1400,1,1627.5399458380123
2024,"12","26830",1,"0050",1,1,"202412268301005012",,2,11,2,,2,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024,"12","1811901",1,"0029",1,1,"20240918119011002911",1,1,1,1,2,,2,79,1,1,20,2,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,4,6,5,,2,2,2,2,2,2,1,7,4,,,,,,,,,,,,,1,319.82237456581043
2024,"12","18456",1,"0061",1,1,"202309184561006111",1,1,1,1,2,,1,21,1,1,8,9,2003,1,,,,,,,,,,,,,,,,9621,4923,3,5,1,,5,3000,0,8,8,8,8,8,8,48,25,73,1,,2,,2,2,3,500,,,,,,400,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,8,1,1000,,,,,400,,,,1400,1000,1400,1,379.77755360178617
2024,"12","17884",1,"0128",1,1,"202309178841012811",1,1,1,1,2,,2,69,1,1,20,7,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,1,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,12,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,389.9038987736349
2024,"12","18575",1,"0082",1,1,"202309185751008211",1,1,1,1,2,,2,73,1,1,13,8,1951,1,,,,,,,,,,,,,,,,9111,9700,6,,,,1,1,0,10,10,10,10,10,10,60,,60,1,,2,,2,2,4,1050,60,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,1,1050,260,,,,,,,,1310,1310,1310,1,331.8393439974037
2024,"12","1761701",1,"0011",1,1,"20231217617011001111",1,1,1,1,2,,2,43,1,1,7,6,1981,1,,,,,,,,,,,,,,,,7354,1410,2,,3,2,1,1,0,6,0,0,0,0,0,6,,18,2,18,1,1,1,1,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,173,,,,,,,173,173,173,1,338.8000998107022
2024,"12","1761701",1,"0011",1,1,"20231217617011001112",1,2,2,1,2,,1,44,2,2,25,1,1980,1,,,,,,,,,,,,,,,,9334,4921,2,,3,2,1,1,0,0,10,10,10,10,10,50,,50,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1700,,,,,,,1700,1700,1700,1,361.4481463537722
2024,"12","1761701",1,"0011",1,1,"20231217617011001113",1,3,3,1,2,,1,20,3,3,9,1,2004,1,,,,,,,,,,,,,,,,4321,4773,3,5,1,,2,40,8,8,8,8,8,8,0,48,,48,1,,2,,2,2,4,1025,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1025,,,,,,,,,1025,1025,1025,1,298.55513585416224
2024,"12","1761701",1,"0011",1,1,"20231217617011001114",1,4,3,1,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","1761701",1,"0011",2,1,"20231217617011001121",1,1,1,1,2,,1,22,1,1,24,2,2002,1,,,,,,,,,,,,,,,,4321,5229,3,5,1,,5,5000,0,10,10,10,10,10,10,60,,60,2,48,2,,2,1,4,1900,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1900,,,,,,,,309,1900,1900,2209,1,298.55513585416224
2024,"12","1761701",1,"0011",2,1,"20231217617011001122",1,2,2,1,2,,2,21,2,2,9,6,2003,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,9533,4799,2,,3,2,1,1,1,2,1,1,1,1,1,8,,8,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,120,18,,,,,,138,138,138,1,330.9316763160372
2024,"12","1761701",1,"0011",2,1,"20231217617011001123",1,3,3,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","1828802",1,"0039",1,1,"20241218288021003911",,1,1,1,2,,2,79,1,1,11,3,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,2,7,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,2,2,2,2,1,2,1,9,4,,,,,,,,,,,,,1,720.9908744803247
2024,"12","1828802",1,"0039",1,1,"20241218288021003912",,2,5,1,2,,2,18,2,2,25,1,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,861.3599218578826
2024,"12","17826",1,"0050",1,1,"202412178261005011",,1,1,1,2,,2,75,1,1,7,10,1949,1,,,,,,,,,,,,,,,,5212,4761,2,,2,2,1,1,11,11,11,11,11,11,11,77,,77,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,1,1,1,,,766,520,,,,,,1286,1286,1286,1,574.4589605530546
2024,"12","2485901",1,"0056",1,1,"20241224859011005611",,1,1,1,2,,1,28,1,1,29,10,1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,13,3,2,1,5,2,,2,,2,,2,,1,5,1,2,2,,2,,2,,2,,2,,2,,12,2,,2,2,2,2,2,2,10,1,2,,,,,,,,,,,,,1,1468.336296680191
2024,"12","2485901",1,"0056",1,1,"20241224859011005612",,2,7,1,2,,2,20,2,2,24,1,2004,1,,,,,,,,,,,,,,,,4131,8411,7,2,,,5,9998,0,6,6,6,6,8,0,32,,32,2,30,1,1,1,2,4,1025,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,4,,2,2,2,2,2,2,10,1,1,1025,,,,,,,,,1025,1025,1025,1,1344.3670882197803
2024,"12","27575",1,"0078",1,1,"202412275751007811",,1,1,1,2,,1,50,1,1,20,5,1974,1,,,,,,,,,,,,,,,,7221,4100,3,5,1,,5,9998,0,7,7,7,7,7,2,37,,37,1,,1,1,1,2,2,1130,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,6,5,,2,2,2,2,2,2,10,8,1,4893,,,,,,,,,4893,4893,4893,1,1595.0375228491564
2024,"12","27575",1,"0078",1,1,"202412275751007812",,2,2,1,2,,2,43,2,2,5,11,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1801.0411075581173
2024,"12","27575",1,"0078",1,1,"202412275751007813",,3,3,1,2,,1,17,3,3,15,3,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,8,4,,,,,,,,,,,,,1,1587.1012813938937
2024,"12","27575",1,"0078",1,1,"202412275751007814",,4,3,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","20457",1,"0019",1,1,"202412204571001911",,1,1,1,2,,1,69,1,1,26,1,1955,1,,,,,,,,,,,,,,,,5212,4752,2,,2,2,1,1,0,12,12,12,12,12,12,72,,72,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,9,1,,,1000,,,,,,,1000,1000,1000,1,2186.340719332734
2024,"12","20457",1,"0019",1,1,"202412204571001912",,2,2,1,2,,2,71,2,2,24,3,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,2018.415076435504
2024,"12","47957",1,"0114",1,1,"202412479571011411",,1,1,1,2,,1,44,1,1,9,10,1980,1,,,,,,,,,,,,,,,,3334,6810,2,,3,2,1,1,5,10,10,10,10,10,6,61,21,82,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,2880,,,475,,46,,3401,2880,3401,1,3044.3740910871943
2024,"12","47957",1,"0114",1,1,"202412479571011412",,2,2,1,2,,2,38,2,2,13,7,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,2853.616089406991
2024,"12","47957",1,"0114",1,1,"202412479571011413",,3,3,1,2,,1,14,3,3,25,4,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,2514.644298288412
2024,"12","47957",1,"0114",1,1,"202412479571011414",,4,3,1,2,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","47957",1,"0114",1,1,"202412479571011415",,5,3,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","49756",1,"0078",1,1,"202412497561007811",,1,1,1,2,,1,29,1,1,4,12,1994,1,,,,,,,,,,,,,,,,9112,7830,3,4,1,,4,130,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1150,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,2,2,1,1150,,,,,,,,,1150,1150,1150,1,1736.7946369770088
2024,"12","49756",1,"0078",1,1,"202412497561007812",,2,2,1,2,,2,25,2,1,6,12,1998,1,,,,,,,,,,,,,,,,9112,8121,3,4,1,,2,40,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1025,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,2,2,1,1025,,,,,,,,255,1025,1025,1280,1,1627.968499200914
2024,"12","27101",1,"0034",1,1,"202412271011003411",,1,1,1,2,,1,44,1,2,21,3,1980,1,,,,,,,,,,,,,,,,4110,8610,3,5,1,,2,50,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,3500,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,8,1,3500,,,,,,,,876,3500,3500,4376,1,1672.3797241512211
2024,"12","27101",1,"0034",1,1,"202412271011003412",,2,2,1,2,,2,45,2,2,26,11,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,4,,,1,3,1,4,2,,1,4,2,,2,,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,8,3,,,,,,,,,,,,,1,1281.6585473746338
2024,"12","27101",1,"0034",1,1,"202412271011003413",,3,3,1,2,,2,16,3,3,22,12,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,3,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,8,4,,,,,,,,,,,,,1,1531.1834661025634
2024,"12","27101",1,"0034",1,1,"202412271011003414",,4,3,1,2,,2,14,4,4,7,7,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,3,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,8,4,,,,,,,,,,,,,1,1531.1834661025634
2024,"12","18180",1,"0057",1,1,"202409181801005711",1,1,1,1,2,,2,59,1,1,2,2,1965,1,,,,,,,,,,,,,,,,9411,5610,2,,3,2,1,1,0,4,4,4,4,4,4,24,,24,1,,2,,2,2,,,,,,,,,,,,,,,,,1,2,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,1,4,2,,6,5,,2,2,2,2,2,2,10,5,1,,,851,303,,,,,,1154,1154,1154,1,580.6405078046772
2024,"12","47249",1,"0014",1,1,"202309472491001411",1,1,1,1,2,,1,51,1,1,24,7,1973,1,,,,,,,,,,,,,,,,8121,2432,3,5,1,,1,7,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,2100,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2100,,,,,,,,742,2100,2100,2842,1,426.99145549304166
2024,"12","47249",1,"0014",1,1,"202309472491001412",1,2,2,1,2,,2,49,2,2,7,1,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,394.1956455622014
2024,"12","47249",1,"0014",1,1,"202309472491001413",1,3,3,1,2,,1,16,3,3,9,6,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,1,10,9,4,,,,,,,,,,,,,1,424.86692410015394
2024,"12","47249",1,"0014",1,1,"202309472491001414",1,4,3,1,2,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","47249",1,"0014",1,1,"202309472491001415",1,5,3,1,2,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","17890",1,"0119",1,1,"202409178901011911",1,1,1,1,2,,2,62,1,1,7,6,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,2,7,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,11,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,339.7852476926704
