"ANIO","MES","CONGLOMERADO","MUESTRA","SELVIV","HOGAR","REGION","LLAVE_PANEL","ESTRATO","C201","C203","C204","C205","C206","C207","C208","C300n","NROINF","C301_DIA","C301_MES","C301_ANIO","C303","C304","C305","C306_1","C306_2","C306_3","C306_4","C306_5","C306_6","C306_7","C306_8","C306_9","C306_10","C306_10A","C306_11","C306A","C308_COD","C309_COD","C310","C311","C312","C313","C317","C317A","C318_1","C318_2","C318_3","C318_4","C318_5","C318_6","C318_7","C318_T","C328_T","whoraT","C330","C331","C333","C334","P209H","C335","C338","C339_1","C341_T","C342","C344","C345_1","C347_T","C348","C350","C352","C353","C354","C355","C356","C357_I","C358","C359","SEGURO1","C361_1","C362_1","C361_2","C362_2","C361_3","C362_3","C361_4","C362_4","C361_5","C362_5","C361_6","C362_6","C361_7","C362_7","C361_8","C362_8","C364_1","C365_1","C364_2","C365_2","C364_3","C365_3","C364_4","C365_4","C366","C366_1","C366_2","C375_1","C375_2","C375_3","C375_4","C375_5","C375_6","C376","C377","OCUP300","I339_1","D341_T","I342","D344","I345_1","I348","D347_T","D350","D351_T","INGTOT","INGTOTP","ingtrabw","RESIDENT","fa_def25"
2024,"12","21600",1,"0118",1,1,"202312216001011811",1,1,1,1,2,,2,72,1,1,6,2,1952,1,,,,,,,,,,,,,,,,7518,1102,2,,3,2,1,2,7,7,7,7,7,7,7,49,,49,1,,2,,2,2,,,,,,,,,,,,,,,,,1,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,1,,,1425,,,,,,,1425,1425,1425,1,774.1956076685295
2024,"12","21600",1,"0119",1,1,"202312216001011911",1,1,1,1,2,,1,54,1,1,15,11,1970,1,,,,,,,,,,,,,,,,220,8423,3,1,,,5,9998,16,8,16,8,16,8,16,88,,88,1,,2,,2,2,4,4300,,,,,,,,,,,,,,,2,4,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,6,5,,2,2,2,2,2,2,10,7,1,4300,,,,,,,,50,4300,4300,4350,1,838.6061923216826
2024,"12","21600",1,"0119",1,1,"202312216001011912",1,2,2,1,2,,2,47,2,2,1,11,1977,1,,,,,,,,,,,,,,,,220,8423,3,1,,,5,9998,16,8,16,8,16,8,16,88,,88,1,,2,,2,2,4,3800,,,,,,,,,,,,,,,1,4,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,6,5,,2,2,2,2,2,2,10,7,1,3800,,,,,,,,50,3800,3800,3850,1,774.1956076685295
2024,"12","21600",1,"0119",1,1,"202312216001011913",1,3,3,1,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","21659",1,"0104",1,1,"202312216591010411",1,1,1,1,2,,1,83,1,1,26,11,1941,1,,,,,,,,,,,,,,,,5223,4711,4,,2,2,1,3,2,3,3,3,3,3,3,20,,20,1,,2,,2,,,,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,5,1,,2,2,2,2,2,2,10,7,1,,,,,,,,,,,,,1,743.6341198403842
2024,"12","21659",1,"0104",1,1,"202312216591010412",1,2,2,1,2,,2,76,2,2,7,3,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,686.5180278468985
2024,"12","21659",1,"0104",1,1,"202312216591010413",1,3,3,1,2,,2,56,3,3,10,1,1968,1,,,,,,,,,,,,,,,,4120,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,3000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,3000,,,,,,,,50,3000,3000,3050,1,686.5180278468985
2024,"12","21659",1,"0104",1,1,"202312216591010414",1,4,5,1,2,,2,20,4,4,15,8,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,820.1755885557595
2024,"12","21659",1,"0104",1,1,"202312216591010415",1,5,5,1,2,,2,16,5,5,2,2,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,820.1755885557595
2024,"12","21659",1,"0104",1,1,"202312216591010416",1,6,3,1,2,,2,57,6,6,7,2,1967,1,,,,,,,,,,,,,,,,5212,4711,2,,2,2,1,3,12,12,12,12,12,12,12,84,,84,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,2115,303,,,,,,2418,2418,2418,1,686.5180278468985
2024,"12","29879",1,"0067",1,1,"202409298791006711",1,1,1,1,2,,1,55,1,1,18,12,1969,1,,,,,,,,,,,,,,,,8322,4922,2,,3,2,1,1,6,5,0,5,5,5,6,32,,32,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,7,1,,,1934,,,,,,,1934,1934,1934,1,948.3583514047831
2024,"12","29879",1,"0067",1,1,"202409298791006712",1,2,2,1,2,,2,42,2,2,8,10,1982,1,,,,,,,,,,,,,,,,8321,4922,2,,3,2,1,1,0,3,3,3,3,3,3,18,,18,1,,1,2,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,435,,,,,,,435,435,435,1,1070.8415012864814
2024,"12","29879",1,"0067",1,1,"202409298791006713",1,3,3,1,2,,2,21,3,3,5,10,2003,1,,,,,,,,,,,,,,,,4213,6020,3,5,1,,5,1000,6,0,0,0,0,6,6,18,,18,1,,2,,2,2,4,420,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,420,,,,,,,,84,420,420,504,1,1045.9718674448957
2024,"12","29879",1,"0067",1,1,"202409298791006714",1,4,3,1,2,,2,17,4,4,10,12,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1045.9718674448957
2024,"12","29879",1,"0067",1,1,"202409298791006715",1,5,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","29879",1,"0067",1,1,"202409298791006716",1,6,3,1,2,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","29879",1,"0068",1,1,"202409298791006811",1,1,1,1,2,,1,38,1,1,4,7,1986,1,,,,,,,,,,,,,,,,7113,1622,3,5,3,2,1,8,0,9,9,9,9,9,9,54,,54,1,,2,,2,2,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,1,1,1,1299,,,,,,,,,1299,1299,1299,1,1142.4249163295635
2024,"12","29879",1,"0068",1,1,"202409298791006812",1,2,2,1,2,,2,38,2,2,25,3,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,12,,2,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,1,7,2,,,,,,,,,,,,,1,1070.8415012864814
2024,"12","29879",1,"0068",1,1,"202409298791006813",1,3,3,1,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","29879",1,"0071",1,1,"202409298791007111",1,1,1,1,2,,1,45,1,1,5,2,1979,1,,,,,,,,,,,,,,,,7411,4321,2,,2,2,1,1,0,5,5,5,5,5,5,30,18,48,1,,2,,2,2,,,,,,,,600,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,1,1,1,,,2065,,,600,,,,2665,2065,2665,1,948.3583514047831
2024,"12","29879",1,"0071",1,1,"202409298791007113",1,2,3,1,2,,2,22,2,2,30,12,2001,1,,,,,,,,,,,,,,,,2359,8510,3,5,2,2,1,11,0,6,0,6,0,6,0,18,2,20,1,,2,,2,2,4,600,,,,,,100,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,600,,,,,100,,,8,700,600,708,1,1045.9718674448957
2024,"12","29879",1,"0071",1,1,"202409298791007114",1,3,3,1,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","29879",1,"0072",1,1,"202409298791007211",1,1,1,1,2,,1,55,1,1,11,2,1969,1,,,,,,,,,,,,,,,,4419,146,3,5,1,,1,20,12,12,12,12,12,12,12,84,,84,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,2000,,,,,,,,,2000,2000,2000,1,948.3583514047831
2024,"12","29879",1,"0072",1,1,"202409298791007212",1,2,2,1,2,,2,56,2,2,12,4,1968,1,,,,,,,,,,,,,,,,7513,1071,3,5,3,2,2,30,5,0,5,5,5,5,5,30,,30,1,,2,,2,2,3,350,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,4,5,,2,2,2,2,2,2,1,1,1,700,,,,,,,,,700,700,700,1,875.5180642306921
2024,"12","29879",1,"0072",1,1,"202409298791007213",1,3,3,1,2,,1,28,3,3,30,11,1996,1,,,,,,,,,,,,,,,,8322,8411,3,2,,,5,9998,0,12,12,0,0,12,12,48,,48,1,,2,,2,2,4,1800,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1800,,,,,,,,,1800,1800,1800,1,1142.4249163295635
2024,"12","29879",1,"0072",1,1,"202409298791007214",1,4,3,1,2,,1,20,4,4,16,6,2004,1,,,,,,,,,,,,,,,,3521,7420,2,,2,2,1,1,0,0,4,4,5,4,4,21,,21,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,1,1,,,515,,,,,,,515,515,515,1,943.6397157896039
2024,"12","2633401",1,"0038",1,1,"20240926334011003811",1,1,1,1,2,,1,47,1,1,9,1,1977,1,,,,,,,,,,,,,,,,1143,5210,3,5,1,,5,9998,0,9,9,9,9,9,0,45,6,51,1,,2,,2,2,4,10000,,,,2500,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,10000,,,,2500,,,,2499,12500,10000,14999,1,843.0154619238648
2024,"12","2633401",1,"0038",1,1,"20240926334011003812",1,2,2,1,2,,2,50,2,2,7,6,1974,1,,,,,,,,,,,,,,,,7513,1071,2,,3,2,1,2,0,0,0,0,0,0,8,8,,8,1,,1,2,2,2,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,,,253,,,,,,,253,253,253,1,778.2662157683638
2024,"12","2633401",1,"0038",1,1,"20240926334011003813",1,3,3,1,2,,2,17,3,3,15,3,2007,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,7513,1071,4,,3,2,1,2,0,0,0,0,0,0,4,4,,,1,,1,1,,,,,,,,,,,,2,4,1,2,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,929.7861464363954
2024,"12","2633401",1,"0038",1,1,"20240926334011003814",1,4,3,1,2,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","26391",1,"0010",1,1,"202312263911001011",1,1,1,1,2,,1,64,1,1,28,12,1959,1,,,,,,,,,,,,,,,,3432,7410,2,,2,2,1,1,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1533,,,,,,,1533,1533,1533,1,881.3441419932221
2024,"12","26391",1,"0010",1,1,"202312263911001012",1,2,2,1,2,,2,55,2,1,21,12,1969,1,,,,,,,,,,,,,,,,9531,4789,2,,3,2,1,1,3,4,4,4,4,3,3,25,,30,2,30,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1550,,,,,,,1550,1550,1550,1,813.6509959299276
2024,"12","26391",1,"0010",1,1,"202312263911001014",1,3,3,1,2,,1,20,3,3,22,5,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,876.9589411337806
2024,"12","26391",1,"0010",1,1,"202312263911001015",1,4,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","26391",1,"0011",1,1,"202312263911001111",1,1,1,1,2,,1,58,1,1,17,2,1966,1,,,,,,,,,,,,,,,,3129,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,22,62,1,,2,,2,2,4,1800,,,,,,1000,,,,,,,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,1800,,,,,1000,,,,2800,1800,2800,1,881.3441419932221
2024,"12","26391",1,"0011",1,1,"202312263911001112",1,2,7,1,2,,2,56,2,2,5,4,1968,1,,,,,,,,,,,,,,,,4120,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,2500,,,,,,,,50,2500,2500,2550,1,813.6509959299276
2024,"12","26391",1,"0012",1,1,"202312263911001211",1,1,1,1,2,,1,79,1,1,13,4,1945,1,,,,,,,,,,,,,,,,9622,8411,3,2,,,5,9998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1800,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,10,4,,2,2,2,2,2,2,10,7,1,1800,,,,,,,,50,1800,1800,1850,1,881.3441419932221
2024,"12","26391",1,"0012",1,1,"202312263911001212",1,2,2,1,2,,2,83,2,3,4,4,1941,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,813.6509959299276
2024,"12","26391",1,"0012",1,1,"202312263911001213",1,3,3,1,2,,1,51,3,3,12,1,1973,1,,,,,,,,,,,,,,,,2359,8549,2,,3,2,1,1,0,0,0,6,2,2,0,10,3,30,2,30,1,1,1,1,,,,,,,,500,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,1400,,,500,,,,1900,1400,1900,1,881.3441419932221
2024,"12","22093",1,"0100",1,1,"202409220931010011",1,1,1,1,2,,2,49,1,1,4,12,1975,1,,,,,,,,,,,,,,,,9411,5610,2,,3,2,1,1,0,8,8,9,8,9,0,42,,42,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1785,,,,,,,1785,1785,1785,1,711.3584274356133
2024,"12","22093",1,"0100",1,1,"202409220931010012",1,2,3,1,2,,2,29,2,2,11,10,1995,1,,,,,,,,,,,,,,,,5211,4649,3,5,2,2,1,3,9,9,0,9,9,9,9,54,,54,1,,2,,2,1,4,1100,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1100,,,,,,,,,1100,1100,1100,1,870.0587200988087
2024,"12","22093",1,"0102",1,1,"202409220931010211",1,1,1,1,2,,1,82,1,1,13,5,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,3,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,770.5411607852096
2024,"12","22093",1,"0102",1,1,"202409220931010212",1,2,2,1,2,,2,80,2,2,25,12,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,711.3584274356133
2024,"12","22093",1,"0102",1,1,"202409220931010213",1,3,3,1,2,,2,54,3,3,25,9,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,11,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,711.3584274356133
2024,"12","22093",1,"0102",1,1,"202409220931010214",1,4,5,1,2,,1,20,4,3,18,10,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,2,7,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,766.707269346539
2024,"12","22093",1,"0103",1,1,"202409220931010311",1,1,1,1,2,,2,34,1,1,7,8,1990,1,,,,,,,,,,,,,,,,9629,1071,3,5,2,2,1,3,11,11,11,11,11,11,11,77,,77,1,,2,,2,2,4,1025,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1025,,,,,,,,,1025,1025,1025,1,870.0587200988087
2024,"12","22093",1,"0103",1,1,"202409220931010312",1,2,3,1,2,,2,15,2,2,31,8,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,849.8521425954708
2024,"12","22093",1,"0103",1,1,"202409220931010313",1,3,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","22093",1,"0103",1,1,"202409220931010314",1,4,3,1,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","22093",1,"0103",1,1,"202409220931010315",1,5,3,1,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,"12","22093",1,"0099",1,1,"202409220931009911",1,1,1,1,2,,1,80,1,3,10,5,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,3,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,770.5411607852096
2024,"12","22093",1,"0099",1,1,"202409220931009912",1,2,2,1,2,,2,77,2,3,15,6,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,711.3584274356133
2024,"12","22093",1,"0099",1,1,"202409220931009913",1,3,3,1,2,,2,59,3,3,31,12,1964,2,1,,,,,,,,,,,,,,,2221,8610,3,2,,,5,5000,0,0,0,0,0,0,0,0,,36,2,36,2,,2,2,4,3000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,3000,,,,,,,,50,3000,3000,3050,1,711.3584274356133
2024,"12","22271",1,"0033",1,1,"202312222711003311",1,1,1,1,2,,1,45,1,1,25,8,1979,1,,,,,,,,,,,,,,,,8322,4922,2,,3,2,1,1,0,12,14,11,13,13,15,78,,78,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,3120,,,,,,,3120,3120,3120,1,900.4195342741596
2024,"12","22271",1,"0033",1,1,"202312222711003312",1,2,2,1,2,,2,47,2,2,31,12,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,831.2612700415107
2024,"12","22271",1,"0035",1,1,"202312222711003511",1,1,1,1,2,,1,56,1,1,12,6,1968,1,,,,,,,,,,,,,,,,5213,4781,3,5,3,2,1,2,0,0,3,0,3,0,0,6,,6,1,,2,,2,1,2,60,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,260,,,,,,,,,260,260,260,1,900.4195342741596
2024,"12","2230701",1,"0031",1,1,"20240922307011003111",1,1,1,1,2,,1,20,1,1,22,5,2004,1,,,,,,,,,,,,,,,,7411,4321,3,5,2,2,1,9,0,9,9,9,9,9,9,54,,54,1,,2,,2,1,2,360,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,2,,2,2,2,2,2,2,1,1,1,1559,,,,,,,,,1559,1559,1559,1,766.2375181665186
2024,"12","2230701",1,"0031",1,1,"20240922307011003112",1,2,7,1,2,,2,18,2,2,5,9,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,849.3314496755155
2024,"12","2230701",1,"0033",1,1,"20240922307011003311",1,1,1,1,2,,1,73,1,1,15,7,1951,1,,,,,,,,,,,,,,,,9511,4781,2,,3,2,1,1,0,11,11,10,11,11,10,64,,64,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,1,,,1985,130,,,,,,2115,2115,2115,1,770.0690606317293
2024,"12","2230701",1,"0033",1,1,"20240922307011003312",1,2,2,1,2,,2,70,2,2,15,4,1954,1,,,,,,,,,,,,,,,,5212,4771,2,,3,2,1,1,5,4,0,4,4,4,5,26,24,50,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,,150,,,,,,,150,150,150,1,710.9225877428579
2024,"12","2230701",1,"0033",1,1,"20240922307011003313",1,3,3,1,2,,1,34,3,3,3,7,1990,1,,,,,,,,,,,,,,,,5212,4721,2,,3,2,1,3,8,8,8,8,8,8,8,56,,56,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,10,3,,2,2,2,2,2,2,10,1,1,,,981,,,,,,,981,981,981,1,927.6515368447377
2024,"12","22860",1,"0055",1,1,"202312228601005511",1,1,1,1,2,,2,59,1,1,8,2,1965,1,,,,,,,,,,,,,,,,9111,9700,6,,,,1,1,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,2,100,15,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,8,1,433,450,,,,,,,,883,883,883,1,848.9027140624487
