condicion_ocupacion,sexo,edad,nivel_educativo_cod,Lengua,Etnia,Concentracion,Socializar,Experiencia,Movilidad
OCUPADO,1,30,6,10,7,2,2,1,2
DESOCUPADO,2,58,6,10,7,2,2,1,2
OCUPADO,1,32,11,10,1,2,2,1,2
OCUPADO,2,32,6,10,6,2,2,1,2
OCUPADO,2,16,5,10,6,2,2,1,2
OCUPADO,2,76,6,10,6,2,2,1,2
DESOCUPADO,1,36,6,10,9,2,2,1,2
OCUPADO,2,38,12,10,7,2,2,1,2
OCUPADO,1,42,11,10,7,2,2,1,2
OCUPADO,2,40,6,10,7,2,2,1,2
OCUPADO,1,55,9,10,7,2,2,1,2
OCUPADO,2,53,5,10,7,2,2,1,2
OCUPADO,2,18,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,1,2
OCUPADO,2,29,8,10,7,2,2,1,2
OCUPADO,1,27,8,10,7,2,2,1,2
DESOCUPADO,2,82,3,10,9,2,2,1,2
OCUPADO,1,46,11,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,1,57,9,10,5,2,2,1,2
DESOCUPADO,2,55,9,10,7,2,2,1,2
OCUPADO,2,31,11,10,6,2,2,1,2
OCUPADO,2,59,4,10,9,2,2,1,2
OCUPADO,1,63,5,10,7,2,2,1,2
DESOCUPADO,2,95,6,10,7,2,2,2,1
DESOCUPADO,2,60,8,1,1,2,2,1,1
OCUPADO,1,54,6,1,1,2,2,1,2
DESOCUPADO,2,68,6,10,1,2,2,1,2
OCUPADO,2,39,11,10,7,2,2,1,2
DESOCUPADO,2,66,4,10,9,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,2,30,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
OCUPADO,1,14,5,10,7,2,2,1,2
OCUPADO,1,51,9,10,6,2,2,1,2
DESOCUPADO,2,80,3,10,7,2,2,1,2
DESOCUPADO,1,67,6,10,7,2,2,1,2
DESOCUPADO,2,64,6,10,7,2,2,1,2
DESOCUPADO,1,60,9,10,7,2,2,1,2
DESOCUPADO,2,56,8,10,7,2,2,1,2
OCUPADO,1,28,9,10,7,2,2,1,2
OCUPADO,1,46,5,10,7,2,2,1,2
OCUPADO,2,42,6,10,7,2,2,1,2
OCUPADO,1,23,4,10,8,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,1,2
DESOCUPADO,1,14,3,10,7,2,2,2,2
OCUPADO,1,38,12,10,7,2,2,1,2
OCUPADO,2,36,6,10,7,2,2,1,2
OCUPADO,1,21,10,10,7,2,2,1,2
DESOCUPADO,1,29,4,1,7,2,2,1,2
DESOCUPADO,2,27,5,10,7,2,2,1,2
DESOCUPADO,1,74,11,10,7,2,2,1,2
OCUPADO,1,53,11,10,7,2,2,1,2
OCUPADO,2,52,11,10,7,2,2,1,2
DESOCUPADO,2,18,10,10,7,2,2,1,2
DESOCUPADO,1,13,5,10,7,2,2,2,2
OCUPADO,2,61,4,10,7,2,2,1,2
DESOCUPADO,2,37,8,10,7,2,2,1,2
DESOCUPADO,1,24,8,10,7,2,2,1,2
OCUPADO,1,38,10,10,7,2,2,1,2
DESOCUPADO,1,18,6,10,7,2,2,1,2
OCUPADO,2,38,5,10,7,2,2,1,2
DESOCUPADO,1,20,10,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,1,2
OCUPADO,1,60,6,10,7,2,2,1,2
OCUPADO,2,56,11,10,7,2,2,1,2
DESOCUPADO,2,16,5,10,7,2,2,2,2
DESOCUPADO,1,20,10,10,7,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
OCUPADO,1,37,10,10,1,2,2,1,2
DESOCUPADO,2,30,6,1,1,2,2,1,2
OCUPADO,1,38,11,10,7,2,2,2,2
OCUPADO,2,38,11,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,2,58,5,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,2,55,6,10,7,2,2,1,2
OCUPADO,2,29,6,10,7,2,2,1,2
OCUPADO,2,20,6,10,7,2,2,1,2
OCUPADO,1,27,6,10,7,2,2,1,2
OCUPADO,2,33,9,10,7,2,2,1,2
OCUPADO,1,32,11,10,7,2,2,1,2
DESOCUPADO,2,29,4,10,9,2,2,1,2
DESOCUPADO,1,79,6,10,7,2,2,1,2
DESOCUPADO,2,76,6,10,7,2,2,1,2
DESOCUPADO,1,40,2,10,7,1,2,2,2
DESOCUPADO,1,74,3,1,1,2,2,1,2
DESOCUPADO,2,44,8,10,7,2,2,1,2
OCUPADO,1,46,9,10,7,2,2,1,2
DESOCUPADO,2,16,5,10,7,2,2,2,2
DESOCUPADO,1,68,9,10,7,2,2,1,2
OCUPADO,2,37,8,10,7,2,2,1,2
OCUPADO,2,22,6,10,6,2,2,1,2
DESOCUPADO,1,13,5,10,7,2,2,2,2
DESOCUPADO,1,69,6,10,7,2,2,1,2
DESOCUPADO,2,70,6,10,7,2,2,1,1
DESOCUPADO,2,35,1,10,7,2,2,2,2
DESOCUPADO,1,82,4,10,7,2,2,1,1
OCUPADO,1,68,9,10,7,2,2,1,2
DESOCUPADO,2,27,6,10,7,2,2,1,2
OCUPADO,1,43,6,10,7,2,2,1,2
DESOCUPADO,2,47,6,10,7,2,2,1,2
OCUPADO,1,32,6,10,9,2,2,1,2
DESOCUPADO,2,19,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,2,68,3,10,7,2,2,1,2
OCUPADO,1,29,5,10,7,2,2,1,2
DESOCUPADO,2,83,6,10,7,2,2,1,2
DESOCUPADO,2,48,4,10,7,2,2,1,1
DESOCUPADO,2,20,8,10,7,2,2,1,2
OCUPADO,1,46,11,10,7,2,2,1,2
DESOCUPADO,1,18,10,10,7,2,2,2,2
OCUPADO,2,30,5,10,1,2,2,1,2
DESOCUPADO,2,59,9,10,7,2,2,1,2
OCUPADO,1,64,10,10,6,2,2,1,2
DESOCUPADO,2,64,11,10,6,2,2,1,2
OCUPADO,2,37,11,10,6,2,2,1,2
DESOCUPADO,1,25,11,10,6,2,2,1,2
OCUPADO,1,53,5,10,7,2,2,1,2
DESOCUPADO,2,78,1,10,5,2,2,1,2
OCUPADO,2,27,9,10,7,2,2,1,2
OCUPADO,2,41,11,10,7,2,2,1,2
OCUPADO,2,74,9,10,7,2,2,1,2
OCUPADO,1,68,5,10,7,2,2,1,2
OCUPADO,2,40,6,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,1,2
DESOCUPADO,2,76,11,10,7,2,2,1,2
OCUPADO,1,77,11,10,7,2,2,1,2
DESOCUPADO,1,73,11,10,7,2,2,1,2
OCUPADO,1,68,11,10,7,2,2,2,2
DESOCUPADO,2,84,4,1,7,2,2,1,2
OCUPADO,1,62,11,10,1,2,2,1,2
OCUPADO,2,31,11,10,7,2,2,1,2
OCUPADO,1,39,11,10,7,2,2,1,2
OCUPADO,2,34,9,10,7,2,2,1,2
OCUPADO,2,39,11,10,7,2,2,1,2
OCUPADO,1,54,11,10,7,2,2,1,2
DESOCUPADO,2,55,11,10,7,2,2,1,2
DESOCUPADO,1,22,10,10,7,2,2,1,2
DESOCUPADO,2,57,11,10,7,2,2,1,2
OCUPADO,2,27,10,10,7,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
DESOCUPADO,2,84,4,10,7,2,2,1,2
DESOCUPADO,2,81,6,10,7,2,2,1,2
DESOCUPADO,2,26,6,10,1,2,2,1,2
OCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,1,45,8,10,6,2,2,1,2
OCUPADO,2,42,9,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,1,2
DESOCUPADO,2,69,11,10,7,2,2,1,2
OCUPADO,1,60,6,10,7,2,2,1,2
OCUPADO,2,57,4,10,1,2,2,1,2
DESOCUPADO,2,60,9,10,7,2,2,1,1
OCUPADO,1,53,6,10,9,2,2,1,2
OCUPADO,2,31,9,10,7,2,2,1,2
DESOCUPADO,2,27,6,10,9,2,1,2,2
DESOCUPADO,2,19,10,10,7,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,1,2
DESOCUPADO,2,36,4,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,7,2,2,2,2
DESOCUPADO,2,78,1,1,1,1,1,1,2
OCUPADO,1,59,9,10,7,2,2,1,2
OCUPADO,2,52,8,10,5,2,2,1,2
OCUPADO,2,21,10,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,7,2,2,1,2
OCUPADO,2,41,11,1,1,2,2,1,2
OCUPADO,1,52,9,10,7,2,2,1,2
DESOCUPADO,1,19,10,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,7,2,2,2,2
OCUPADO,1,51,6,10,7,2,2,1,2
OCUPADO,1,60,6,10,7,2,2,1,2
OCUPADO,2,28,11,10,7,2,2,1,2
DESOCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,2,61,8,1,1,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,2,2
OCUPADO,2,64,9,10,6,2,2,2,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,2,41,9,10,7,2,2,1,2
OCUPADO,1,38,10,10,7,2,2,1,2
OCUPADO,2,37,11,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
DESOCUPADO,2,52,9,10,5,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
DESOCUPADO,1,16,5,10,7,2,2,1,2
DESOCUPADO,1,77,9,10,7,2,2,1,2
DESOCUPADO,2,72,6,10,7,2,2,1,2
DESOCUPADO,1,70,6,10,7,2,2,1,2
DESOCUPADO,2,72,6,10,7,2,2,2,2
DESOCUPADO,1,71,11,10,7,2,2,1,2
DESOCUPADO,2,70,6,10,7,2,2,1,2
DESOCUPADO,1,28,10,10,7,2,2,1,2
OCUPADO,1,86,6,10,7,2,2,1,2
OCUPADO,2,73,6,10,7,2,2,1,2
OCUPADO,2,47,6,10,7,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,1,2
DESOCUPADO,2,32,6,10,7,2,2,1,2
DESOCUPADO,2,81,6,10,7,1,2,1,1
DESOCUPADO,1,60,9,10,7,2,2,1,2
OCUPADO,2,45,3,10,7,2,2,1,2
OCUPADO,1,20,6,10,6,2,2,1,2
DESOCUPADO,1,17,5,10,6,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
DESOCUPADO,1,79,4,2,2,2,2,1,2
OCUPADO,2,68,4,2,2,2,2,1,2
OCUPADO,2,66,3,10,6,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
DESOCUPADO,1,31,3,10,9,2,2,2,2
DESOCUPADO,2,23,11,10,7,2,2,1,2
OCUPADO,1,41,9,10,7,2,2,1,2
DESOCUPADO,1,74,6,10,7,2,2,1,2
OCUPADO,2,31,8,10,7,2,2,1,2
OCUPADO,2,51,3,10,7,2,2,1,2
OCUPADO,2,61,11,10,7,2,2,1,2
DESOCUPADO,1,65,11,10,7,2,2,1,2
DESOCUPADO,2,94,3,10,7,2,2,1,1
OCUPADO,1,69,9,1,1,2,2,1,2
DESOCUPADO,2,71,4,1,1,2,2,1,2
DESOCUPADO,2,82,6,10,6,2,2,1,2
DESOCUPADO,2,59,9,10,7,2,2,1,2
OCUPADO,2,35,11,10,6,2,2,1,2
OCUPADO,1,63,6,10,7,2,2,1,2
DESOCUPADO,2,56,6,1,1,2,2,1,2
OCUPADO,2,33,11,10,7,2,2,1,2
OCUPADO,1,31,6,10,7,2,2,1,2
OCUPADO,1,32,11,10,7,2,2,1,2
DESOCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,2,30,6,10,1,2,2,1,2
OCUPADO,2,68,9,10,7,2,2,1,2
OCUPADO,2,37,11,10,7,2,2,1,2
OCUPADO,1,36,10,10,7,2,2,1,2
DESOCUPADO,2,31,6,10,7,2,2,1,2
OCUPADO,1,59,11,10,6,2,2,1,2
DESOCUPADO,2,57,11,10,6,2,2,1,2
OCUPADO,1,26,6,10,7,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,1,49,11,10,1,2,2,1,2
DESOCUPADO,2,20,10,10,1,2,2,1,2
DESOCUPADO,1,15,5,10,1,2,2,2,2
OCUPADO,2,63,6,10,7,2,2,1,2
DESOCUPADO,2,78,6,10,7,2,2,1,2
OCUPADO,1,50,6,1,1,2,2,1,2
DESOCUPADO,2,23,10,10,1,2,2,1,2
OCUPADO,1,48,6,10,7,2,2,1,2
OCUPADO,1,49,9,10,7,2,2,1,2
DESOCUPADO,2,20,10,10,7,2,2,1,2
DESOCUPADO,2,18,6,10,7,2,2,2,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,1,41,9,10,7,2,2,1,2
DESOCUPADO,2,41,9,10,7,2,2,1,2
DESOCUPADO,1,18,10,10,7,2,2,1,2
OCUPADO,2,46,3,10,7,2,2,1,2
OCUPADO,2,69,6,1,1,2,2,1,2
OCUPADO,2,50,9,10,7,2,2,1,2
OCUPADO,1,31,10,10,7,2,2,1,2
OCUPADO,2,23,6,10,7,2,2,1,2
DESOCUPADO,1,18,6,10,7,2,2,2,2
OCUPADO,2,43,6,10,7,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,2,2
OCUPADO,1,62,6,10,7,2,2,1,2
OCUPADO,2,61,11,10,7,2,2,1,2
OCUPADO,2,31,12,10,7,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
OCUPADO,1,34,10,10,7,2,2,1,2
OCUPADO,2,36,6,10,7,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,49,9,10,7,2,2,1,2
DESOCUPADO,2,17,5,10,7,2,2,1,2
OCUPADO,2,51,8,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
DESOCUPADO,1,20,10,10,7,2,2,1,2
DESOCUPADO,2,14,5,10,7,2,2,1,2
OCUPADO,2,45,6,10,7,2,2,1,2
OCUPADO,2,24,11,10,7,2,2,2,2
OCUPADO,2,71,5,10,9,2,2,1,2
OCUPADO,2,33,9,10,9,2,2,1,2
DESOCUPADO,2,16,5,10,6,2,2,2,2
DESOCUPADO,1,14,5,10,7,2,2,1,2
OCUPADO,2,49,6,10,7,2,2,1,2
OCUPADO,2,24,9,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,9,2,2,2,2
OCUPADO,2,53,11,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,2,20,6,10,7,2,2,1,2
OCUPADO,2,37,6,10,9,2,2,1,2
OCUPADO,1,42,6,10,9,2,2,1,2
DESOCUPADO,2,16,5,10,9,2,2,2,2
OCUPADO,1,37,6,10,7,2,2,1,2
OCUPADO,2,36,11,10,6,2,2,1,2
OCUPADO,1,37,11,10,7,2,2,1,2
DESOCUPADO,1,56,6,10,7,2,2,1,2
OCUPADO,2,55,6,10,7,2,2,1,2
OCUPADO,1,32,12,10,7,2,2,1,2
OCUPADO,2,34,9,10,7,2,2,1,2
OCUPADO,2,48,8,10,7,2,2,1,2
DESOCUPADO,2,16,5,10,7,2,2,1,2
DESOCUPADO,2,40,6,10,7,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,21,11,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,1,2
OCUPADO,1,44,6,10,7,2,2,1,2
DESOCUPADO,2,38,6,10,7,2,2,1,2
DESOCUPADO,2,20,6,10,6,2,2,1,2
OCUPADO,1,16,5,10,7,2,2,2,2
OCUPADO,1,37,8,10,7,2,2,1,2
DESOCUPADO,2,25,6,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
DESOCUPADO,2,37,6,10,7,2,2,1,2
OCUPADO,2,32,6,1,7,2,2,1,2
OCUPADO,1,60,5,10,7,2,2,1,2
DESOCUPADO,2,22,7,10,9,1,2,2,2
DESOCUPADO,2,78,4,10,7,2,2,1,2
DESOCUPADO,2,72,6,10,1,2,2,1,2
DESOCUPADO,1,65,6,10,7,2,2,1,2
OCUPADO,1,56,6,10,7,2,2,1,2
DESOCUPADO,2,51,11,10,7,2,2,1,2
DESOCUPADO,2,95,4,10,7,2,2,1,2
DESOCUPADO,2,82,11,10,6,2,2,1,2
OCUPADO,1,43,6,10,7,2,2,1,2
OCUPADO,2,55,6,10,7,2,2,1,2
DESOCUPADO,2,20,8,10,7,2,2,2,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
OCUPADO,1,42,6,10,7,2,2,1,2
OCUPADO,2,38,6,1,1,2,2,1,2
OCUPADO,2,16,5,10,7,2,2,2,2
OCUPADO,2,24,8,10,7,2,2,1,2
DESOCUPADO,2,19,6,10,7,2,2,1,2
DESOCUPADO,2,77,6,10,7,2,2,1,1
DESOCUPADO,2,54,9,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,1,46,6,1,1,2,2,1,2
DESOCUPADO,2,44,6,10,7,2,2,1,2
DESOCUPADO,1,25,10,10,7,2,2,1,2
DESOCUPADO,1,19,6,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
DESOCUPADO,2,69,6,10,7,2,2,1,2
DESOCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,2,37,6,10,7,2,2,1,2
DESOCUPADO,1,14,5,10,7,2,2,2,2
OCUPADO,1,61,6,10,7,2,2,1,2
OCUPADO,1,48,6,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,1,2
OCUPADO,2,36,5,10,7,2,2,1,2
DESOCUPADO,2,81,11,10,7,2,2,1,2
DESOCUPADO,2,53,11,10,7,2,2,1,2
OCUPADO,1,53,11,10,7,2,2,1,2
DESOCUPADO,1,21,11,10,7,2,2,1,2
OCUPADO,2,31,6,10,7,2,2,1,2
OCUPADO,1,33,6,10,7,2,2,1,2
DESOCUPADO,2,73,6,10,7,2,2,1,2
DESOCUPADO,1,88,6,10,7,2,2,1,2
OCUPADO,2,36,4,1,1,2,2,1,2
DESOCUPADO,2,38,3,1,1,2,2,1,2
DESOCUPADO,2,62,6,1,7,2,2,2,2
OCUPADO,1,23,11,10,7,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
DESOCUPADO,2,15,5,10,7,2,2,2,2
OCUPADO,2,55,3,10,7,2,2,1,2
DESOCUPADO,1,57,4,10,1,1,2,1,2
DESOCUPADO,2,39,1,10,1,1,2,2,2
OCUPADO,2,45,11,10,7,2,2,1,2
OCUPADO,1,44,12,10,7,2,2,1,2
DESOCUPADO,1,32,10,10,7,2,2,1,2
OCUPADO,2,32,9,10,7,2,2,1,2
OCUPADO,1,34,11,10,7,2,2,1,2
OCUPADO,2,35,11,10,7,2,2,1,2
OCUPADO,2,38,8,10,7,2,2,1,2
DESOCUPADO,2,20,6,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
DESOCUPADO,2,32,6,10,7,2,2,2,2
OCUPADO,2,75,4,10,7,2,2,1,2
OCUPADO,1,45,2,10,9,2,2,1,2
OCUPADO,2,36,6,10,7,2,2,1,2
OCUPADO,2,42,11,10,5,2,2,1,2
DESOCUPADO,1,18,10,10,5,2,2,2,2
OCUPADO,1,71,6,10,7,2,2,1,2
DESOCUPADO,2,62,4,10,7,2,2,1,2
DESOCUPADO,2,21,10,10,7,2,2,1,2
DESOCUPADO,1,77,11,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
DESOCUPADO,2,63,4,10,7,2,2,1,2
OCUPADO,2,45,4,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
DESOCUPADO,1,23,10,10,7,2,2,1,2
DESOCUPADO,1,21,8,10,7,2,2,1,2
OCUPADO,2,17,5,10,7,2,2,2,2
DESOCUPADO,1,96,6,10,7,2,2,1,1
DESOCUPADO,2,91,6,10,7,2,2,2,2
DESOCUPADO,2,64,9,10,7,2,2,1,2
OCUPADO,1,28,11,10,7,2,2,1,2
OCUPADO,2,27,11,10,7,2,2,2,2
OCUPADO,2,27,6,10,6,2,2,1,2
OCUPADO,1,37,3,10,9,2,2,1,2
DESOCUPADO,2,47,6,10,7,2,2,1,2
DESOCUPADO,2,80,10,10,7,2,2,1,2
OCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,2,45,8,10,7,2,2,1,2
DESOCUPADO,2,19,10,10,7,2,2,2,2
OCUPADO,2,48,6,10,7,2,2,1,2
DESOCUPADO,1,17,6,10,7,2,2,2,2
OCUPADO,2,27,6,10,7,2,2,1,2
DESOCUPADO,1,73,6,10,7,2,2,1,2
DESOCUPADO,2,34,6,10,7,2,2,1,2
OCUPADO,1,43,6,10,9,2,2,1,2
OCUPADO,2,27,6,10,7,2,2,1,2
OCUPADO,1,27,6,10,7,2,2,1,2
OCUPADO,2,35,4,10,7,2,2,1,2
OCUPADO,1,42,6,10,7,2,2,1,2
DESOCUPADO,2,16,5,10,7,2,2,2,2
OCUPADO,1,32,5,10,1,2,2,1,2
DESOCUPADO,2,35,5,10,7,2,2,1,2
OCUPADO,1,61,6,10,7,2,2,1,2
OCUPADO,2,54,6,10,7,2,2,1,2
OCUPADO,1,24,5,10,7,2,2,1,2
OCUPADO,1,17,5,10,5,2,2,1,2
OCUPADO,1,20,5,10,5,2,2,1,2
OCUPADO,1,62,10,1,7,2,2,1,2
OCUPADO,2,37,11,1,7,2,2,1,2
OCUPADO,1,45,10,10,7,2,2,1,2
OCUPADO,2,50,9,10,7,2,2,1,2
DESOCUPADO,2,18,6,10,8,2,2,2,2
OCUPADO,1,29,6,10,7,2,2,1,2
OCUPADO,2,37,6,10,7,2,2,1,2
DESOCUPADO,1,15,5,10,7,2,2,2,2
OCUPADO,2,62,8,10,7,2,2,1,2
OCUPADO,2,53,12,10,7,2,2,1,2
OCUPADO,2,58,8,10,7,2,2,1,2
DESOCUPADO,1,23,10,10,7,2,2,1,2
OCUPADO,1,42,6,1,1,2,2,1,2
OCUPADO,2,41,6,10,7,2,2,1,2
OCUPADO,1,15,5,10,9,2,2,1,2
OCUPADO,1,67,6,10,7,2,2,1,2
OCUPADO,2,53,6,10,7,2,2,1,2
DESOCUPADO,2,20,10,10,7,2,2,1,2
OCUPADO,1,58,12,10,7,2,2,1,2
DESOCUPADO,2,43,6,10,7,2,2,1,2
DESOCUPADO,1,21,10,10,7,2,2,2,2
OCUPADO,2,25,6,10,7,2,2,1,2
DESOCUPADO,2,56,9,10,7,2,2,1,2
DESOCUPADO,2,93,5,10,7,1,2,1,2
DESOCUPADO,1,58,8,10,1,2,2,1,2
OCUPADO,1,33,11,10,9,2,2,1,2
OCUPADO,2,29,6,10,7,2,2,1,2
DESOCUPADO,1,86,6,10,7,2,2,1,2
OCUPADO,1,51,5,10,7,2,2,1,2
OCUPADO,2,43,6,10,5,2,2,1,2
OCUPADO,1,24,9,10,5,2,2,1,2
DESOCUPADO,2,14,5,10,5,2,2,2,2
OCUPADO,1,69,11,10,7,2,2,1,2
DESOCUPADO,2,69,10,10,7,2,2,1,2
OCUPADO,1,34,11,10,7,2,2,1,2
OCUPADO,2,33,11,10,7,2,2,1,2
DESOCUPADO,2,78,4,1,1,2,2,1,2
OCUPADO,1,48,9,10,6,2,2,1,2
OCUPADO,2,47,9,10,7,2,2,1,2
OCUPADO,1,50,5,10,7,2,2,1,2
OCUPADO,2,45,9,10,7,2,2,1,2
DESOCUPADO,2,71,1,1,1,2,2,1,2
OCUPADO,1,53,6,10,7,2,2,1,2
OCUPADO,1,65,6,10,7,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
OCUPADO,1,19,6,10,7,2,2,2,2
DESOCUPADO,1,17,5,10,7,2,2,2,2
DESOCUPADO,2,34,5,10,7,2,2,1,2
OCUPADO,2,19,8,10,9,2,2,1,2
DESOCUPADO,1,75,5,1,1,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,1,38,6,10,3,2,2,1,2
OCUPADO,2,31,5,10,7,2,2,1,2
OCUPADO,1,70,12,10,1,2,2,2,2
DESOCUPADO,2,64,11,10,7,2,2,1,2
OCUPADO,2,41,4,10,9,2,2,1,2
OCUPADO,1,55,5,10,1,2,2,1,2
OCUPADO,1,46,6,10,2,2,2,1,2
OCUPADO,2,52,6,10,7,2,2,1,2
OCUPADO,2,51,5,10,7,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
DESOCUPADO,1,70,9,10,7,2,2,1,2
DESOCUPADO,2,60,6,10,7,2,2,1,2
OCUPADO,1,68,3,10,1,2,2,1,2
OCUPADO,2,66,3,10,1,2,2,1,2
OCUPADO,1,24,9,10,7,2,2,1,2
OCUPADO,2,21,4,10,7,2,2,1,2
DESOCUPADO,2,33,9,10,7,2,2,1,2
OCUPADO,1,47,9,10,7,2,2,1,2
OCUPADO,2,28,8,10,7,2,2,1,2
OCUPADO,2,55,3,1,1,2,2,1,2
OCUPADO,1,33,10,10,1,2,2,1,2
OCUPADO,2,28,6,10,7,2,2,1,2
OCUPADO,2,29,9,10,7,2,2,1,2
OCUPADO,2,60,12,10,7,2,2,1,2
DESOCUPADO,2,23,6,10,7,2,2,1,2
DESOCUPADO,1,22,6,10,7,2,2,1,2
DESOCUPADO,2,81,9,10,6,1,1,1,1
OCUPADO,1,39,5,10,7,2,2,1,2
OCUPADO,2,52,8,10,6,2,2,1,2
OCUPADO,2,36,11,10,7,2,2,1,2
OCUPADO,1,34,12,10,7,2,2,1,2
DESOCUPADO,2,68,4,10,7,2,2,1,2
DESOCUPADO,1,60,10,10,7,2,2,1,2
DESOCUPADO,2,55,8,10,7,2,2,1,2
OCUPADO,2,35,9,10,7,2,2,1,2
DESOCUPADO,2,27,8,10,7,2,2,1,2
DESOCUPADO,2,25,10,10,7,2,2,1,2
DESOCUPADO,2,31,6,10,7,2,2,1,2
DESOCUPADO,1,82,4,10,7,2,2,1,2
DESOCUPADO,2,45,9,10,7,2,2,1,2
DESOCUPADO,2,16,5,10,7,2,2,2,2
OCUPADO,1,52,4,10,7,2,2,1,2
OCUPADO,2,33,5,10,9,2,2,1,2
DESOCUPADO,2,13,5,10,7,2,2,2,2
OCUPADO,2,49,6,10,7,2,2,1,2
DESOCUPADO,2,19,6,10,7,2,2,1,2
OCUPADO,1,59,9,10,7,2,2,1,2
DESOCUPADO,2,52,11,10,7,2,2,1,2
DESOCUPADO,2,75,6,10,7,2,2,1,2
OCUPADO,2,44,9,10,7,2,2,1,2
DESOCUPADO,2,65,4,1,1,2,2,1,2
DESOCUPADO,2,53,7,10,7,2,2,1,2
OCUPADO,2,43,4,10,1,1,1,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,1,16,5,10,7,2,2,2,2
OCUPADO,2,69,6,10,7,2,2,1,2
OCUPADO,1,35,9,10,7,2,2,1,2
OCUPADO,2,34,8,10,7,2,2,1,2
OCUPADO,1,49,6,1,1,2,2,1,2
OCUPADO,2,47,6,10,7,2,2,1,2
OCUPADO,1,70,5,10,7,2,2,1,2
OCUPADO,2,46,5,10,7,2,2,1,2
OCUPADO,2,27,10,10,7,2,2,1,2
DESOCUPADO,1,16,5,10,7,2,2,2,2
OCUPADO,1,65,8,10,7,2,2,1,2
OCUPADO,2,49,6,10,7,2,2,1,2
DESOCUPADO,2,19,8,10,6,2,2,1,2
DESOCUPADO,2,14,5,10,6,2,2,2,2
